Gene1,Gene2,CC,p_value,Gene1_ID,Gene2_ID
FOXK2,UBTF,0.8204285801078018,0.045473621701904984,ENSG00000141568,ENSG00000108312
FOXK2,NR2F6,0.8748780669585224,0.022503824097800433,ENSG00000141568,ENSG00000160113
CTCFL,E2F4,0.9179497978831983,0.009822162852507635,NA,ENSG00000205250
E2F4,PHTF1,0.9525987261900426,0.0033170686331765735,ENSG00000205250,ENSG00000116793
E2F4,RERE,0.9030111589644074,0.013654073902068024,ENSG00000205250,ENSG00000142599
E2F4,SFPQ,0.9699785227149584,0.00133840463246732,ENSG00000205250,ENSG00000116560
CREB3,E2F4,0.9660265630968947,0.0017116856469477954,ENSG00000107175,ENSG00000205250
E2F4,PPARD,0.8502154093893813,0.03197289500820407,ENSG00000205250,ENSG00000112033
E2F4,TFAM,0.9239574867855146,0.008453839183393498,ENSG00000205250,ENSG00000108064
E2F4,MTA1,0.8275712769219612,0.042034200337475784,ENSG00000205250,ENSG00000182979
E2F1,E2F4,0.9900264212263421,1.487123630534948e-4,ENSG00000101412,ENSG00000205250
E2F4,NFYC,0.9804758992560909,5.680645638289199e-4,ENSG00000205250,ENSG00000066136
E2F4,MLX,0.958241519724633,0.0025792474056958647,ENSG00000205250,NA
E2F4,NFYA,0.8345390531674791,0.03880104833801357,ENSG00000205250,ENSG00000001167
E2F4,STAT3,0.8869014213019042,0.01846359448056081,ENSG00000205250,ENSG00000168610
E2F4,STAT5B,0.8637949241349873,0.026564307828533033,ENSG00000205250,NA
E2F4,NFATC3,0.9231378232148658,0.008634648368344176,ENSG00000205250,ENSG00000072736
E2F4,ZBTB8B,0.9602216651157235,0.0023420029428466043,ENSG00000205250,NA
E2F4,MYBL2,0.9942412903681167,4.964861765110906e-5,ENSG00000205250,ENSG00000101057
E2F4,ZNF511,0.929593776022819,0.0072610514554565,ENSG00000205250,ENSG00000198546
E2F4,SMARCE1,0.9122168530400735,0.011220598097962544,ENSG00000205250,ENSG00000073584
E2F4,MLXIP,0.8444856699981279,0.03439652601395597,ENSG00000205250,ENSG00000175727
E2F4,NCOR1,0.8920328000195314,0.016856092102306812,ENSG00000205250,ENSG00000141027
E2F4,YBX1,0.9323551161408865,0.006708979713451727,ENSG00000205250,ENSG00000065978
ARNTL,E2F4,0.9603281858397715,0.002329560459478067,ENSG00000133794,ENSG00000205250
E2F4,NONO,0.971704292007547,0.0011896431980481885,ENSG00000205250,ENSG00000147140
E2F4,FOXO4,0.8513025895725893,0.031522461538470464,ENSG00000205250,ENSG00000184481
E2F4,ETV5,0.9362255356189585,0.005971082274045784,ENSG00000205250,ENSG00000244405
E2F4,XBP1,0.9154419522072016,0.0104227974664772,ENSG00000205250,ENSG00000100219
E2F4,MNT,0.9195544744534906,0.009446922962056292,ENSG00000205250,ENSG00000070444
E2F4,E4F1,0.901565872632531,0.014057038361541705,ENSG00000205250,ENSG00000167967
E2F4,ZNF639,0.9522766858904864,0.003361926789455422,ENSG00000205250,ENSG00000121864
E2F4,THAP4,0.9575849988815623,0.002660395500885754,ENSG00000205250,ENSG00000176946
E2F4,PLAGL2,0.9258069494538729,0.008052711266422033,ENSG00000205250,ENSG00000126003
E2F4,HINFP,0.9678314164337712,0.0015355823420527268,ENSG00000205250,ENSG00000172273
E2F4,PATZ1,0.9158194037534343,0.010331291633531699,ENSG00000205250,ENSG00000100105
E2F4,SSRP1,0.9573459473156837,0.00269025060184544,ENSG00000205250,ENSG00000149136
E2F4,STAT1,0.9870454981766964,2.5064166970320995e-4,ENSG00000205250,ENSG00000115415
E2F4,REL,0.8206459529801486,0.045367092064279205,ENSG00000205250,ENSG00000162924
DNAJC1,E2F4,0.9176795856769879,0.009886047578322317,ENSG00000136770,ENSG00000205250
ADNP,E2F4,0.8524315868030332,0.03105789776509034,ENSG00000101126,ENSG00000205250
E2F4,ZC3H6,0.9160697569366989,0.010270814245465134,ENSG00000205250,NA
E2F4,PHTF2,0.8704740693902948,0.024078923938132393,ENSG00000205250,ENSG00000006576
E2F4,SMARCA1,0.822559761571998,0.04443420097633032,ENSG00000205250,ENSG00000102038
E2F4,FOXN2,0.9142745922962516,0.010708276899527832,ENSG00000205250,ENSG00000170802
E2F4,NFE2L2,0.8213270885539419,0.04503403608496016,ENSG00000205250,ENSG00000116044
ATF2,E2F4,0.8582960664913447,0.028697299327217988,ENSG00000115966,ENSG00000205250
E2F4,GATAD1,0.906390169698333,0.012734058367772803,ENSG00000205250,ENSG00000157259
E2F4,MYNN,0.9219513817404403,0.008899660251488497,ENSG00000205250,ENSG00000085274
E2F4,THAP5,0.9429310227453228,0.004792369179730353,ENSG00000205250,ENSG00000177683
E2F4,HPF1,0.9667006566092915,0.0016448074790181648,ENSG00000205250,ENSG00000056050
E2F4,MUM1,0.9486148033895754,0.0038928179220885767,ENSG00000205250,NA
E2F4,RCOR3,0.8558786558090644,0.02965967330602181,ENSG00000205250,NA
E2F4,SMARCA5,0.9117052436524719,0.011349774626834565,ENSG00000205250,ENSG00000153147
E2F4,MTA3,0.9023232960484276,0.013845153797544574,ENSG00000205250,ENSG00000057935
E2F4,KAT7,0.9776076232241228,7.465138301002803e-4,ENSG00000205250,ENSG00000136504
DMAP1,E2F4,0.9831783921177166,4.220697619339647e-4,ENSG00000178028,ENSG00000205250
E2F4,ZNF410,0.9326497058676237,0.006651340620593543,ENSG00000205250,ENSG00000119725
E2F4,MIER1,0.9523186609163646,0.003356063142294917,ENSG00000205250,ENSG00000198160
E2F4,TBP,0.9389860756299826,0.005470480213931939,ENSG00000205250,ENSG00000112592
E2F4,NR1D2,0.8531747889634363,0.03075386118209795,ENSG00000205250,ENSG00000174738
E2F4,NR2C1,0.8895137284963499,0.017636459384988385,ENSG00000205250,ENSG00000120798
E2F4,EAF2,0.8984311927276675,0.014950430703022786,ENSG00000205250,ENSG00000145088
CNOT4,E2F4,0.9518986815518591,0.0034149583584865695,ENSG00000080802,ENSG00000205250
E2F4,ZBTB1,0.9006571089145036,0.01431330702060317,ENSG00000205250,ENSG00000126804
E2F4,PHF5A,0.9294588611577106,0.0072885702067478145,ENSG00000205250,ENSG00000100410
E2F4,TEF,0.8284424588966961,0.041623344954799746,ENSG00000205250,ENSG00000167074
ATF4,E2F4,0.8310016366338768,0.04042733584581352,ENSG00000128272,ENSG00000205250
E2F4,NFKB1,0.8987778632601539,0.014850324442737987,ENSG00000205250,ENSG00000109320
E2F4,PRDM4,0.9975377452524333,9.086583708860966e-6,ENSG00000205250,ENSG00000110851
E2F4,ZBTB2,0.9480152057539306,0.0039833859057141876,ENSG00000205250,ENSG00000181472
E2F4,KDM5A,0.9681322252247553,0.0015071508635812053,ENSG00000205250,ENSG00000073614
E2F4,FOXM1,0.9334517985140496,0.006495634898676639,ENSG00000205250,ENSG00000111206
E2F4,TBPL1,0.9939714130690709,5.4406239514789486e-5,ENSG00000205250,ENSG00000028839
E2F4,FOXJ2,0.8457292329085045,0.03386342315433623,ENSG00000205250,NA
E2F4,TEAD4,0.8722120437954541,0.02345126918667281,ENSG00000205250,ENSG00000197905
E2F4,LYAR,0.8167000287917426,0.04731898234997762,ENSG00000205250,ENSG00000145220
E2F4,NSD2,0.8260490638261444,0.04275660785000612,ENSG00000205250,ENSG00000109685
E2F4,GABPA,0.9607709194984264,0.002278195912367485,ENSG00000205250,ENSG00000154727
E2F4,ZNF451,0.8579469114054424,0.028835369650855078,ENSG00000205250,ENSG00000112200
E2F4,KLF11,0.8793843534238006,0.020944834992047433,ENSG00000205250,ENSG00000172059
E2F4,E2F6,0.8904897202359847,0.017332100970721187,ENSG00000205250,ENSG00000169016
E2F4,MYCN,0.9952436051559405,3.38811352143899e-5,ENSG00000205250,ENSG00000134323
E2F4,ZNF512,0.8533220862310651,0.030693771165599192,ENSG00000205250,ENSG00000243943
E2F4,NCOA1,0.8315432228509904,0.040176321907482285,ENSG00000205250,ENSG00000084676
E2F4,HMBOX1,0.8521628201265773,0.031168195364319792,ENSG00000205250,ENSG00000147421
CDC5L,E2F4,0.8803456841577666,0.02061917823841474,ENSG00000096401,ENSG00000205250
E2F4,TFDP1,0.9442458077178943,0.004576138147075544,ENSG00000205250,ENSG00000198176
E2F4,TSC22D1,0.8770150230755027,0.021757864208203994,ENSG00000205250,NA
E2F4,GTF3A,0.9437474988963491,0.004657514691811646,ENSG00000205250,ENSG00000122034
E2F4,PSPC1,0.9408703947655592,0.005141097601370818,ENSG00000205250,ENSG00000121390
E2F4,YY1,0.9582514825199927,0.0025780255140300827,ENSG00000205250,NA
E2F4,RFXAP,0.866996799772786,0.0253583734907486,ENSG00000205250,ENSG00000133111
E2F4,MYCL,0.9110472326467591,0.011516968626616634,ENSG00000205250,ENSG00000116990
E2F4,TGIF2,0.8643388585527543,0.02635756783497252,ENSG00000205250,ENSG00000118707
E2F4,ZNF414,0.8685187186046808,0.024794511059609965,ENSG00000205250,ENSG00000133250
E2F4,TFDP2,0.9331384301305268,0.006556252982854385,ENSG00000205250,ENSG00000114126
E2F4,ZNF362,0.8329020877812436,0.039549738489034085,ENSG00000205250,ENSG00000160094
E2F4,TSC22D2,0.994537741411325,4.467291662633279e-5,ENSG00000205250,ENSG00000196428
E2F4,TFAP4,0.9594587087621592,0.002432077684805929,ENSG00000205250,ENSG00000090447
E2F4,HMG20B,0.9002853162648062,0.014418794773394158,ENSG00000205250,ENSG00000064961
E2F4,NFKBIB,0.8865385587936501,0.018579925106366513,ENSG00000205250,ENSG00000282905
E2F4,HMGA1,0.8318358316334783,0.04004100825771277,ENSG00000205250,ENSG00000137309
E2F4,MTA2,0.9560818156024926,0.0028508555321533338,ENSG00000205250,ENSG00000149480
E2F4,E2F7,0.8687324284034267,0.024715815757129837,ENSG00000205250,ENSG00000165891
E2F4,SP3,0.9397541031700486,0.005335018835079291,ENSG00000205250,ENSG00000172845
E2F4,YBX3,0.9636079117774481,0.00196247757656247,ENSG00000205250,ENSG00000060138
E2F4,SRF,0.9412296273736989,0.00507943988684451,ENSG00000205250,ENSG00000112658
E2F4,MAX,0.9794107486524446,6.315118369570792e-4,ENSG00000205250,ENSG00000125952
E2F4,ZNF384,0.9574398931468696,0.00267849814809288,ENSG00000205250,ENSG00000126746
E2F4,SMARCC1,0.965640483217236,0.001750582573113893,ENSG00000205250,ENSG00000173473
E2F4,LRRFIP2,0.9082613950631753,0.012237922705106184,ENSG00000205250,ENSG00000093167
E2F4,ZNF740,0.9676351137841563,0.0015542779093147669,ENSG00000205250,ENSG00000139651
BF1,E2F4,0.9153559919857848,0.010443691566656747,ENSG00000229215,ENSG00000205250
E2F4,PBX4,0.9592676456989249,0.002454897003074066,ENSG00000205250,ENSG00000105717
E2F4,OTX2,0.8286366400334655,0.04153202480555632,ENSG00000205250,ENSG00000165588
E2F4,ZBTB17,0.9784547681176876,6.91294909110223e-4,ENSG00000205250,ENSG00000116809
E2F4,SP1,0.9654526455513022,0.0017696630750575367,ENSG00000205250,ENSG00000185591
E2F4,ZBTB39,0.8213182569767689,0.0450383471628421,ENSG00000205250,ENSG00000166860
E2F4,TFCP2,0.9352063959765823,0.0061613080689812685,ENSG00000205250,ENSG00000135457
E2F4,UBP1,0.8934843574078437,0.01641413219035239,ENSG00000205250,ENSG00000153560
ADNP2,E2F4,0.921908689062468,0.008909268986407457,ENSG00000101544,ENSG00000205250
E2F4,HSF1,0.9292760859513363,0.00732593204418961,ENSG00000205250,ENSG00000284774
E2F4,RFXANK,0.9036469903047395,0.01347858774329818,ENSG00000205250,ENSG00000064490
E2F4,PBRM1,0.9759853590784329,8.581298104130699e-4,ENSG00000205250,ENSG00000163939
E2F4,KLF10,0.9435056403929041,0.004697264944244031,ENSG00000205250,ENSG00000155090
DNMT1,E2F4,0.8401741932555485,0.03627511449353831,ENSG00000130816,ENSG00000205250
E2F4,NR1H3,0.932553566114649,0.006670124528748657,ENSG00000205250,ENSG00000025434
E2F4,GATAD2B,0.9116287727927596,0.011369144305479521,ENSG00000205250,ENSG00000143614
E2F4,ZBTB14,0.8392405334553337,0.036688106961783415,ENSG00000205250,ENSG00000198081
E2F4,HSF2,0.9427386688273142,0.004824414125972802,ENSG00000205250,ENSG00000025156
E2F4,GMEB1,0.9536924635886571,0.0031669312316925237,ENSG00000205250,ENSG00000162419
E2F4,ZNF777,0.9331370277329744,0.0065565248810497394,ENSG00000205250,NA
E2F4,E2F5,0.9561288442533961,0.0028447985289399478,ENSG00000205250,ENSG00000133740
E2F4,KDM5B,0.9668468585044913,0.001630476367213438,ENSG00000205250,ENSG00000117139
E2F4,RELA,0.8852559510785468,0.018993923781598046,ENSG00000205250,NA
E2F4,GMEB2,0.9643904593724751,0.0018794819255793728,ENSG00000205250,ENSG00000101216
E2F4,NRF1,0.8883661354051596,0.017997582293630708,ENSG00000205250,ENSG00000106459
E2F4,ZNF687,0.934784114486485,0.006240982361355987,ENSG00000205250,ENSG00000143373
E2F4,SOX3,0.8444903644269284,0.03439450618909929,ENSG00000205250,NA
E2F4,RAC3,0.9652837723780632,0.0017869044059624871,ENSG00000205250,ENSG00000169750
E2F4,USF1,0.938072398339681,0.005633794732653732,ENSG00000205250,ENSG00000158773
E2F4,E2F8,0.8854105999581046,0.01894377463204704,ENSG00000205250,ENSG00000129173
E2F4,SALL4,0.9429650885374453,0.004786704943069873,ENSG00000205250,ENSG00000101115
E2F4,ZNF335,0.9660862159537832,0.00170571424219171,ENSG00000205250,ENSG00000198026
E2F4,SMARCC2,0.8799190525871917,0.020763401253507518,ENSG00000205250,ENSG00000139613
E2F4,HMG20A,0.9628804335959874,0.0020412204911326075,ENSG00000205250,ENSG00000140382
E2F4,ZNF692,0.874839990785847,0.022517224341172384,ENSG00000205250,ENSG00000171163
E2F4,KDM2A,0.9182450110635428,0.009752597129199484,ENSG00000205250,ENSG00000173120
E2F4,ZBTB26,0.9534237052493688,0.003203506677830624,ENSG00000205250,ENSG00000171448
E2F4,GATAD2A,0.9806754262696671,5.565504485959869e-4,ENSG00000205250,ENSG00000167491
E2F4,UBTF,0.8733386314410818,0.023048632782138943,ENSG00000205250,ENSG00000108312
E2F4,SCX,0.8551016829888546,0.02997217548795418,ENSG00000205250,ENSG00000260428
E2F4,THAP9,0.9202127259729221,0.009295050388880493,ENSG00000205250,ENSG00000168152
E2F4,HMGXB4,0.9272434505782355,0.007747704265187893,ENSG00000205250,ENSG00000100281
HES4,RFX2,0.9128090127480909,0.01107197774956105,ENSG00000188290,ENSG00000087903
RFX2,ZNF423,0.9194170188751086,0.009478787768555881,ENSG00000087903,ENSG00000102935
KAT6B,RFX2,0.9411783068868007,0.0050882260895878965,ENSG00000281813,ENSG00000087903
LHX5,RFX2,0.9559881322595876,0.002862940279784682,ENSG00000089116,ENSG00000087903
RFX2,ZNF618,0.8177229603017887,0.046809308843616594,ENSG00000087903,ENSG00000157657
DMBX1,RFX2,0.957190917022422,0.002709700038932368,ENSG00000197587,ENSG00000087903
NKX6-2,RFX2,0.8279001146314722,0.04187889672809014,ENSG00000148826,ENSG00000087903
RFX2,ROR1,0.8553381311999557,0.029876910891766098,ENSG00000087903,ENSG00000185483
GLI2,RFX2,0.9892330804191981,1.73265749929537e-4,NA,ENSG00000087903
IRX2,RFX2,0.9918055447779142,1.0044851944838301e-4,ENSG00000170561,ENSG00000087903
RFX2,ZNF521,0.8273144458798529,0.0421556833359493,ENSG00000087903,ENSG00000198795
RFX2,SREBF1,0.9004227873175019,0.014379746963604773,ENSG00000087903,ENSG00000072310
FOXB1,RFX2,0.954151794102199,0.00310489918243988,ENSG00000171956,ENSG00000087903
OTX1,RFX2,0.9766586229442278,8.108714011329399e-4,ENSG00000115507,ENSG00000087903
RFX2,ZIC3,0.9457697994243012,0.004331628785926542,ENSG00000087903,ENSG00000156925
FOXP4,RFX2,0.912934942970401,0.011040495555897326,ENSG00000137166,ENSG00000087903
RFX2,SP5,0.9100766341784947,0.011765747893668493,ENSG00000087903,ENSG00000204335
RFX2,ZIC5,0.9515622918760307,0.0034624947968829958,ENSG00000087903,ENSG00000139800
POU4F3,RFX2,0.8941326612933028,0.016218565183618514,ENSG00000091010,ENSG00000087903
OTX2,RFX2,0.8366526887303924,0.0378442715650432,ENSG00000165588,ENSG00000087903
ID2,RFX2,0.9328786862873659,0.0066067062859278556,ENSG00000115738,ENSG00000087903
RFX2,SOX21,0.9095464061145978,0.011902739981906642,ENSG00000087903,ENSG00000125285
RFX2,SMAD3,0.8141403301374819,0.04860557412142179,ENSG00000087903,ENSG00000166949
RFX2,ZNF710,0.8347657476966801,0.03869789483514168,ENSG00000087903,ENSG00000140548
RFX2,ZEB2,0.9691179552155312,0.0014158249213940429,ENSG00000087903,ENSG00000169554
LMX1B,RFX2,0.9379500018020562,0.005655850892392163,ENSG00000136944,ENSG00000087903
IRX3,RFX2,0.9472316417972668,0.0041032827042406066,ENSG00000177508,ENSG00000087903
RFX2,RXRA,0.8231964567946879,0.04412584478405653,ENSG00000087903,ENSG00000186350
PKNOX2,RFX2,0.8431408353471661,0.0349774523094353,ENSG00000165495,ENSG00000087903
RFX2,SOX2,0.9268843462164988,0.00782341379834147,ENSG00000087903,ENSG00000181449
RFX2,ZHX2,0.8516049356094679,0.03139773178791617,ENSG00000087903,ENSG00000178764
CTCFL,PHTF1,0.9597976571928248,0.0023918544673423026,NA,ENSG00000116793
CTCFL,HES4,0.834121689431929,0.03899129909998534,NA,ENSG00000188290
CTCFL,RERE,0.9398510742182362,0.005318033712077203,NA,ENSG00000142599
CTCFL,SFPQ,0.912142081131031,0.011239432613141347,NA,ENSG00000116560
CREB3,CTCFL,0.912810051578934,0.011071717867184389,ENSG00000107175,NA
CTCFL,PPARD,0.9297061949629749,0.0072381599964249956,NA,ENSG00000112033
CTCFL,TFAM,0.8306632546535768,0.04058454004567916,NA,ENSG00000108064
CTCFL,E2F1,0.9417529747926268,0.00499026611266282,NA,ENSG00000101412
CTCFL,NFYC,0.9388190802406381,0.005500154112330139,NA,ENSG00000066136
CTCFL,MLX,0.9160497622079744,0.010275638009266334,NA,NA
CTCFL,NFYA,0.9677544647545304,0.0015428977715591027,NA,ENSG00000001167
CTCFL,STAT3,0.8464762108674743,0.03354508713837009,NA,ENSG00000168610
CTCFL,STAT5B,0.8213350640700057,0.04503014305297303,NA,NA
CTCFL,NFATC3,0.900155477367572,0.014455721585957163,NA,ENSG00000072736
CTCFL,ZBTB8B,0.8561301685383913,0.029558845710637167,NA,NA
CTCFL,PBX1,0.9068166318325331,0.012620148034015165,NA,ENSG00000185630
CTCFL,MYBL2,0.8904207012583577,0.017353540630858644,NA,ENSG00000101057
CTCFL,KAT6A,0.8167520902833214,0.047292980872369036,NA,ENSG00000083168
CTCFL,SMARCE1,0.9291524645915107,0.007351254797325881,NA,ENSG00000073584
CTCFL,TCF12,0.8299221086779428,0.040929855538688976,NA,ENSG00000140262
CTCFL,MLXIP,0.924268351457753,0.008385752683656381,NA,ENSG00000175727
CTCFL,NCOR1,0.89764204514771,0.015179516511811183,NA,ENSG00000141027
CTCFL,YBX1,0.9876147549533842,2.291415293317539e-4,NA,ENSG00000065978
CTCFL,KAT6B,0.839133930068384,0.03673540125417134,NA,ENSG00000281813
ARNTL,CTCFL,0.9747758382603896,9.463629616180532e-4,ENSG00000133794,NA
CTCFL,NONO,0.9776252388965024,7.453441640657206e-4,NA,ENSG00000147140
CTCFL,VEZF1,0.9103116570149974,0.01170527183639823,NA,ENSG00000136451
CTCFL,FOXO4,0.8889938936728169,0.01779960510258855,NA,ENSG00000184481
CTCFL,IRF8,0.8473644126119073,0.03316841065559807,NA,ENSG00000140968
CTCFL,ETV5,0.9649916003912337,0.0018169291267651456,NA,ENSG00000244405
CTCFL,ZNF143,0.8866719126120179,0.018537132301877417,NA,ENSG00000166478
CTCFL,XBP1,0.972925346829395,0.00108963190730236,NA,ENSG00000100219
CTCFL,MNT,0.9221481184402962,0.008855446357218685,NA,ENSG00000070444
CTCFL,E4F1,0.9886244258968846,1.9336950865255292e-4,NA,ENSG00000167967
CTCFL,ZNF639,0.9549686584875567,0.002996074811451399,NA,ENSG00000121864
CTCFL,ZBTB46,0.8460133543089059,0.033742173601782055,NA,ENSG00000130584
CTCFL,THAP4,0.8674834039007582,0.02517743369744931,NA,ENSG00000176946
CTCFL,SMAD5,0.869202064934994,0.024543297661411865,NA,ENSG00000113658
ARNT2,CTCFL,0.820563400415185,0.04540753555202959,ENSG00000172379,NA
CTCFL,PLAGL2,0.9109080685699418,0.011552480456972313,NA,ENSG00000126003
CTCFL,HINFP,0.8580684052371894,0.02878729037615021,NA,ENSG00000172273
CTCFL,PATZ1,0.9765370492561098,8.19306791232462e-4,NA,ENSG00000100105
CTCFL,SSRP1,0.8990043480387986,0.014785098601253734,NA,ENSG00000149136
CTCFL,STAT1,0.9288395980139669,0.007415533094422978,NA,ENSG00000115415
CTCFL,DNAJC1,0.9731942403925801,0.0010681924996918737,NA,ENSG00000136770
ADNP,CTCFL,0.9331779151971746,0.006548599839681358,ENSG00000101126,NA
CTCFL,HBP1,0.9335358554416537,0.00647942166968258,NA,ENSG00000283847
CTCFL,DNAJC2,0.8299002566619025,0.04094005761440022,NA,ENSG00000105821
CTCFL,ZC3H6,0.9934456799709728,6.429788268339224e-5,NA,NA
CTCFL,SMARCA1,0.9298270433602229,0.0072135913904928526,NA,ENSG00000102038
CTCFL,TCF7L2,0.8833598011626337,0.019613962758010972,NA,ENSG00000148737
CTCFL,FOXN2,0.9186947825377313,0.00964707194934815,NA,ENSG00000170802
CTCFL,NFE2L2,0.8959913146345566,0.01566413702403446,NA,ENSG00000116044
ATF2,CTCFL,0.8566124709388304,0.02936595262029765,ENSG00000115966,NA
CTCFL,GATAD1,0.814526741802371,0.04841032366135041,NA,ENSG00000157259
CTCFL,MYNN,0.8368578599514107,0.03775199356976043,NA,ENSG00000085274
CTCFL,THAP5,0.9097086440817207,0.011860741983652038,NA,ENSG00000177683
CTCFL,HPF1,0.9334567062438972,0.006494687732640175,NA,ENSG00000056050
CTCFL,MUM1,0.9861308272668803,2.8719703335648613e-4,NA,NA
CTCFL,RCOR3,0.931327576511414,0.006911926420715959,NA,NA
CTCFL,SMARCA5,0.9276863086633949,0.0076548310253777875,NA,ENSG00000153147
CTCFL,MTA3,0.8114186796944524,0.04999112087954272,NA,ENSG00000057935
CTCFL,KAT7,0.9441441175571473,0.00459268759102103,NA,ENSG00000136504
CTCFL,SMAD1,0.8568363428148823,0.029276619921969366,NA,ENSG00000170365
CTCFL,DMAP1,0.911488756636536,0.011404651132087235,NA,ENSG00000178028
CTCFL,ZNF410,0.8485996688515817,0.03264788664989499,NA,ENSG00000119725
CTCFL,ROR1,0.8634021148124014,0.02671408459987351,NA,ENSG00000185483
CTCFL,MIER1,0.9646038374237029,0.001857158768268402,NA,ENSG00000198160
CTCFL,TBP,0.8730670118103373,0.023145404131063415,NA,ENSG00000112592
CTCFL,NR1D2,0.8972493713786677,0.015294132794556528,NA,ENSG00000174738
CTCFL,NR2C1,0.9230290409226846,0.008658784489970955,NA,ENSG00000120798
CTCFL,EAF2,0.9045922646092366,0.013219723016484592,NA,ENSG00000145088
CNOT4,CTCFL,0.8239683696706674,0.043753344378840126,ENSG00000080802,NA
CTCFL,ZBTB1,0.8705922635894495,0.0240359889488712,NA,ENSG00000126804
CTCFL,HIF1A,0.8812293286005353,0.02032199097891624,NA,ENSG00000100644
CTCFL,NFE2L1,0.8915646441741446,0.016999835858212513,NA,ENSG00000082641
CTCFL,PHF5A,0.8529266616778532,0.030855210429967472,NA,ENSG00000100410
CTCFL,TEF,0.9003310570926196,0.014405796705123205,NA,ENSG00000167074
ATF4,CTCFL,0.9128379473095604,0.011064740349397497,ENSG00000128272,NA
CTCFL,PRDM4,0.9222541303659988,0.008831666013524508,NA,ENSG00000110851
CTCFL,ZBTB2,0.9020859178907342,0.013911391861264145,NA,ENSG00000181472
CTCFL,KDM5A,0.9649627098004798,0.0018199114630161998,NA,ENSG00000073614
CTCFL,FOXM1,0.9340977028655674,0.006371558597343377,NA,ENSG00000111206
CTCFL,PCM1,0.8576207821127108,0.02896461804708648,NA,ENSG00000078674
CTCFL,ZNF516,0.8702699084201176,0.02415317297441019,NA,ENSG00000101493
ARID1B,CTCFL,0.9085064353337761,0.012173658937149688,ENSG00000049618,NA
CTCFL,PLAGL1,0.8192351457935062,0.046060568685757766,NA,ENSG00000118495
CTCFL,TBPL1,0.9495683452491646,0.0037508949813945505,NA,ENSG00000028839
CTCFL,NFXL1,0.8351299996938993,0.038532417682268234,NA,ENSG00000170448
CTCFL,FOXJ2,0.9115760395589375,0.011382510681534506,NA,NA
CTCFL,TEAD4,0.9419725294040378,0.004953086333357175,NA,ENSG00000197905
CTCFL,ZNF521,0.8977618801190551,0.015144620954307948,NA,ENSG00000198795
CTCFL,POU2F1,0.9182225023370911,0.00975789276069357,NA,ENSG00000143190
CTCFL,NSD2,0.9155150741290565,0.010405039907403603,NA,ENSG00000109685
CTCFL,GABPA,0.9363804385247779,0.005942424450863441,NA,ENSG00000154727
CTCFL,ZNF451,0.9203933110203886,0.009253594648434907,NA,ENSG00000112200
CTCFL,E2F6,0.8207677148227085,0.04530747010720152,NA,ENSG00000169016
CTCFL,MYCN,0.8839682433366658,0.019413963679583535,NA,ENSG00000134323
CTCFL,ZNF512,0.8408626568843528,0.03597198870374862,NA,ENSG00000243943
CTCFL,NCOA1,0.9243410828569587,0.00836986151412269,NA,ENSG00000084676
CDC5L,CTCFL,0.9136659576181126,0.010858602031798312,ENSG00000096401,NA
CTCFL,TFDP1,0.9303156127954818,0.007114680040669089,NA,ENSG00000198176
CTCFL,TSC22D1,0.8582620085209992,0.02871075343934828,NA,NA
CTCFL,GTF3A,0.8892178439564902,0.01772923183330148,NA,ENSG00000122034
CTCFL,PSPC1,0.8475777480009643,0.033078236102105495,NA,ENSG00000121390
CTCFL,YY1,0.9352023679151438,0.006162065703617199,NA,NA
CTCFL,SIX4,0.8506020767088638,0.03181234786192402,NA,ENSG00000100625
CTCFL,RFXAP,0.9585875071702726,0.0025369807435496996,NA,ENSG00000133111
CTCFL,MYCL,0.9417610360779464,0.004988898591271072,NA,ENSG00000116990
CTCFL,ZNF414,0.9261342434519366,0.007982713662185689,NA,ENSG00000133250
CTCFL,TFDP2,0.952132782298164,0.0033820674231234624,NA,ENSG00000114126
CTCFL,ZNF362,0.9726049811189879,0.0011154507856541635,NA,ENSG00000160094
CTCFL,SREBF1,0.8705556125006584,0.024049298847747577,NA,ENSG00000072310
CTCFL,TSC22D2,0.922037516487269,0.008880289464022553,NA,ENSG00000196428
CTCFL,TFAP4,0.8734012959029593,0.023026334425499832,NA,ENSG00000090447
CTCFL,HMG20B,0.9273031929207924,0.007735143659924072,NA,ENSG00000064961
CTCFL,NFKBIB,0.8168709149356626,0.04723366022511629,NA,ENSG00000282905
CTCFL,HMGA1,0.9325821944579152,0.0066645283826536955,NA,ENSG00000137309
CTCFL,MTA2,0.9572651699174967,0.002700375976036553,NA,ENSG00000149480
CTCFL,E2F7,0.8652781906121623,0.02600235076224554,NA,ENSG00000165891
CTCFL,SP3,0.978867532769242,6.651530759048389e-4,NA,ENSG00000172845
CTCFL,YBX3,0.9015238594952802,0.014068836712636423,NA,ENSG00000060138
CTCFL,LEF1,0.8439518871034553,0.03462655545295292,NA,ENSG00000138795
CTCFL,SRF,0.9422757988892783,0.0049019541648338185,NA,ENSG00000112658
CTCFL,MAX,0.9369807871531554,0.005831993863183515,NA,ENSG00000125952
CEBPG,CTCFL,0.8853606802472169,0.01895995552736938,ENSG00000153879,NA
CTCFL,ZNF384,0.8489501922909456,0.03250088705308747,NA,ENSG00000126746
CTCFL,SMARCC1,0.9606113334117192,0.0022966454741162024,NA,ENSG00000173473
