gene_id,gene_short_name,PS_cEpiblast,NP_Epiblast,Induced_5hrs,Induced_9hrs,Induced_12hrs,FC_0hrs,FC_5hrs,FC_9hrs,FC_12hrs,FC_PS,FC_NP
ENSGALG00000000129,TCF25,8.1822,8.91535,8.64482,7.41972,9.95737,1.043239767,0.952348533,0.847539871,0.886999706,0.927963781,0.733441652
ENSGALG00000000172,MYOG,0,0.0462381,0.10389,0.377512,0.0341236,0.654695351,0.168097004,0.198516041,0.017312573,0,0.637373923
ENSGALG00000000233,SP2,6.32252,6.00504,4.48374,5.05561,3.79313,1.198751489,1.051590494,0.946601633,0.828259427,1.053800754,0.826225502
ENSGALG00000000242,EBF2,0.0920362,0.84518,0.06394,0.23229,0.321348,1.305777291,1.096235185,0.23229,0.321348,1.935306289,21.24074842
ENSGALG00000000284,HOXB4,0.0566445,0,0,0.573017,11.8443,0.0688304,0,1.905749672,34.78246825,0.38699793,0
ENSGALG00000000365,NKX2-6,0,0.189261,0.135301,0.0736105,0.167404,0.588558843,0.135301,0.0736105,0.167404,0,1.673809608
ENSGALG00000000504,ETV7,5.70951,3.56744,2.19413,2.06796,1.87364,1.156526733,1.768889068,0.948383635,1.686793846,1.244813197,2.453214504
ENSGALG00000000513,ZNF276,21.5546,14.2676,16.58,14.7001,11.9771,0.739125452,1.060210763,1.106585267,0.94560283,0.963626935,0.945964224
ENSGALG00000000583,SOX13,59.6072,59.8613,48.4695,66.2164,55.3895,0.434508299,3.197871582,2.935020035,3.252638131,2.069802247,1.983995148
ENSGALG00000000616,ELF3,1.16036,0.490258,1.99133,4.37573,3.3941,3.217809203,0.20872955,0.156117166,0.133804566,0.32308956,0.02885551
ENSGALG00000000637,ZBTB48,15.7505,11.4546,11.0465,11.6249,9.02978,0.875494501,1.022246694,1.000964378,0.938376372,1.146766948,0.996849654
ENSGALG00000000669,ETV3,27.3662,19.1591,25.7965,23.799,18.8131,1.206531894,0.761475337,0.648124445,0.551702194,0.954943575,0.627391716
ENSGALG00000000713,ZFHX3,2.03141,2.48603,2.44081,2.91027,2.73716,2.054256579,0.378363254,0.32937628,0.237499675,0.80896572,0.307861011
ENSGALG00000000751,ARNT,118.383,106.168,97.4865,100.986,95.6598,0.90523611,1.104407593,1.268507388,1.227688896,1.136582275,0.99937873
ENSGALG00000000836,RFX5,4.91185,3.54923,1.78644,2.13415,3.16569,1.588511229,0.579262579,1.017012557,1.133287033,1.018994708,0.429843418
ENSGALG00000000838,THAP12,5.86792,8.13845,7.03651,6.22496,6.28365,0.891349547,0.819131313,1.094702485,0.964676208,0.723637673,1.263608896
ENSGALG00000000862,RLF,15.3814,13.1495,13.5019,17.808,16.4476,1.03003281,0.934762742,1.176649377,1.287543838,0.971956121,1.563137092
ENSGALG00000000887,NR0B2,0.215651,0.203511,0.0571088,0.207376,0.224733,1.959943126,2.194879915,0.793683477,0.404881283,1.354396036,1.698274279
ENSGALG00000000934,ZBTB43,15.9775,11.6093,17.5573,14.3899,15.62,0.899061929,1.068950611,0.980692691,0.961189364,0.828893374,1.219027638
ENSGALG00000000972,PBX3,2.17793,23.9422,2.64696,4.54175,7.1791,1.37314882,0.428589471,0.67527283,0.769509457,0.762788857,1.605813665
ENSGALG00000000999,ZNF319,15.6647,13.5129,13.5032,14.1076,12.1236,0.423903964,1.606263657,1.379487029,1.173039709,1.962724436,1.788319526
ENSGALG00000001006,TP73,1.35414,1.27395,0.846333,0.494805,1.22505,0.901176015,0.992621601,0.823508363,1.295678744,1.094926985,1.910004378
ENSGALG00000001031,HSF5,1.59939,1.76568,1.56582,1.17009,1.42074,1.188067594,0.735092249,0.511747417,0.57590252,1.025190854,0.568342174
ENSGALG00000001073,NR6A1,41.9406,150.064,158.305,188.976,184.702,0.827251192,0.946987145,0.942082016,0.857706739,0.770353744,1.339079998
ENSGALG00000001080,NR5A1,0.259609,0.137748,0.343456,0.499086,0.236338,2.871637124,0.226128979,0.438132945,0.235974599,0.82105899,0.136349059
ENSGALG00000001093,TCF3,88.0958,116.168,117.57,143.06,118.729,0.588138981,1.686788474,1.812953761,1.680968636,1.49678202,2.171238676
ENSGALG00000001108,MIER2,10.0373,14.1792,11.4719,11.0543,10.8859,0.737418388,1.1036085,1.453149874,1.203170315,1.13862133,1.471107906
ENSGALG00000001124,LHX2,0.363419,0.611077,0.239894,0.522236,0.409516,0.262799403,0.239894,8.149674004,7.900391435,6.263944045,27.24543663
ENSGALG00000001141,HES5,0.273538,0.55508,2.09142,2.60501,5.87095,0.298641593,54.11023231,17.95332842,75.01795284,0.216610575,9.393249681
ENSGALG00000001143,ETS1,47.4988,6.4277,19.0179,21.3319,11.0778,1.527750172,0.531683683,1.222206307,0.770806516,0.857201123,0.3211971
ENSGALG00000001161,FLI1,0.0549894,0.0290657,0.0495211,0.315922,0.341994,2.148760831,1.097140895,0.564249203,0.314165243,0.431722828,0.165983485
ENSGALG00000001191,MEOX1,0.0647651,0.86889,0.180066,0,0.255906,0,0.180066,0,0.255906,0.0647651,20.69263616
ENSGALG00000001252,CREB3L3,0.154031,0.0635757,0.214049,0.172809,0.109154,1.306070105,0.448340577,0.162893663,0.034430506,0.446603884,0.10050064
ENSGALG00000001253,RC3H2,3.01276,9.24648,7.91193,9.3223,7.71167,1.777808954,0.495921399,0.54284949,0.541025551,0.484504433,1.237031973
ENSGALG00000001276,HOXB9,0.0989533,0,0,0,0,1,0,0,0,1.934601128,0
ENSGALG00000001279,ZNF652,21.1083,22.391,29.2842,27.5684,23.4084,0.737185923,1.088215293,1.088098894,0.964499382,1.106305031,0.9678242
ENSGALG00000001341,ZBTB44,12.6496,33.2619,21.7407,29.8749,26.4347,0.961647969,1.136828069,1.980332498,2.16031545,1.016579203,3.853280198
ENSGALG00000001347,LHX6,0.479012,0.56137,0.588719,0.583446,0.17581,0.476210212,6.027097003,1.588122412,1.774756086,1.856808385,2.582376889
ENSGALG00000001376,ARID3B,29.5329,33.5626,44.9383,41.0274,33.2404,0.772797369,1.104577509,1.103842573,0.841026627,0.993280126,1.036212129
ENSGALG00000001405,IRF6,46.7232,12.0109,57.1202,49.8933,32.694,0.957318077,0.756942926,0.56268143,0.391656075,0.65538156,0.201484262
ENSGALG00000001577,FOXK2,9.587,12.7599,14.339,10.6199,11.3981,0.846418858,0.987976711,0.57971418,0.656096382,0.726810962,1.219211328
ENSGALG00000001639,MTF1,2.78184,4.42145,5.13143,4.13361,3.66054,1.012526723,1.115744133,0.934971082,0.714000936,0.823221996,1.663149619
ENSGALG00000001722,E2F4,18.2934,18.684,17.3021,13.7763,13.7131,0.758792285,1.078052762,1.254683558,1.276456516,1.009040514,1.327252579
ENSGALG00000001773,RFX2,1.80197,13.8195,2.10031,6.98376,5.44176,1.289800077,0.502985135,2.095262097,2.043792111,0.872836038,3.45448637
ENSGALG00000001817,CTCFL,40.1191,48.7149,34.013,42.3644,41.5186,1.075482904,0.89880663,1.102134579,1.013939699,0.99086908,1.264684808
ENSGALG00000001845,PHTF1,20.2313,26.8463,20.7204,21.7491,17.0748,0.670691685,1.944317766,2.68104258,2.747932388,1.258431509,3.582860224
ENSGALG00000002055,HES4,18.7322,50.6908,19.8487,24.1058,28.3579,0.996347368,0.760073064,0.482430545,1.059656819,0.968868476,1.841935437
ENSGALG00000002093,NR2E3,0.0192006,0.126831,0.0712003,0,0.210241,1.307462188,0.312729165,0,1.063386088,0.0192006,0.107639885
ENSGALG00000002105,FOXI1,0,0.0245621,0,0,0,1,0,0,0,0,0.239051855
ENSGALG00000002182,NR5A2,0.154386,0.212382,0.247847,0.0692619,0.212428,1.004256658,0.303290655,0.066175476,0.102901099,0.537604379,1.831795208
ENSGALG00000002191,TLX3,0.135189,0.0669955,0.150519,0.0607716,0.131822,1.745573649,0.131140385,0.027147509,0.039428708,0.537505169,0.011030517
ENSGALG00000002223,LHX9,0.0206707,0.119481,0.038332,0.278551,0,1.307784619,0.038332,6.352664552,0,0.0206707,0.119481
ENSGALG00000002232,RERE,17.7484,24.06,20.4918,23.6988,16.1963,0.671502747,1.551386586,1.207797569,0.867048898,1.310793046,1.993371997
ENSGALG00000002514,SFPQ,473.075,387.36,345.364,319.831,334.299,0.873119375,1.146276702,1.063020574,1.369892596,1.063302548,1.277349276
ENSGALG00000002523,CREB3,16.4715,14.6326,16.6297,14.487,14.2475,1.01362021,0.812798757,0.632139772,0.530597576,0.70982241,0.672750846
ENSGALG00000002588,PPARD,14.0799,16.1684,16.6349,16.9568,19.5311,0.683719169,0.717891066,0.992612539,1.054936805,0.954187816,0.87193149
ENSGALG00000002630,ZNF76,4.74535,4.81086,3.41968,4.48381,4.77143,0.923247204,1.019093399,1.129389036,1.260842106,0.877798064,0.982929505
ENSGALG00000002703,TFAM,222.435,144.523,157.862,129.855,152.523,1.278109995,0.945881817,0.971147158,1.142793991,0.915664287,0.815261293
ENSGALG00000002792,SPDEF,1.45634,5.11486,1.8794,7.10374,6.57868,0.47237363,5.449463288,4.128953135,6.75529031,1.934767331,8.61421089
ENSGALG00000002803,MTA1,143.197,75.0444,144.705,108.711,64.6546,0.24323693,4.639988457,2.579745706,1.55110981,2.073632887,2.097331258
ENSGALG00000002886,NKX2-5,0.0420091,0.0173446,0,0.0471768,0.766971,1,0,0.529388794,7.091078033,1.935127391,0.004464757
ENSGALG00000002888,CASZ1,0.0469154,0.228005,0.144765,1.02839,0.417225,0.695672296,1.266480031,0.776477428,0.565721143,0.580619611,1.74050947
ENSGALG00000002968,ZNF341,5.86817,4.74337,5.13,4.41438,4.09519,0.687567251,0.995387842,1.274487896,0.808211203,0.963694977,0.787945687
ENSGALG00000003045,E2F1,16.1038,19.0545,15.5614,13.1321,13.0684,0.863932551,1.149758026,1.041866332,1.124028074,0.808082937,1.438726971
ENSGALG00000003059,HLF,9.06089,9.11123,9.62808,8.30745,6.79993,1.252606958,0.758349414,0.846274992,0.62518319,0.721741728,1.072850996
ENSGALG00000003120,NCOR2,5.65128,6.83429,8.93625,8.92041,7.4639,1.233179466,0.914018583,0.793729646,0.59898082,1.024733086,0.67802514
ENSGALG00000003136,IKZF2,0.777535,1.55614,1.32312,2.51864,1.80522,2.207547312,0.435675384,0.854427954,0.494980875,0.790217196,0.559476814
ENSGALG00000003189,NFYC,149.515,132.174,118.649,113.48,112.288,1.052895515,1.018306499,0.974436917,0.916531988,1.13813,0.781854104
ENSGALG00000003199,MLX,77.1753,60.839,61.0366,57.5366,60.7516,1.251771888,0.806549483,0.766816245,0.910331352,0.840048982,1.177639958
ENSGALG00000003224,HSF4,0.0418555,0.0172812,0.0776192,0.0940077,0.0254718,0.653920679,0.0776192,0.0940077,0.0254718,0.967567068,0.318484649
ENSGALG00000003247,NFYA,21.0419,34.1218,23.9536,30.2298,30.1824,0.708056409,0.996990747,1.57330516,1.490827546,0.96455666,1.583238601
ENSGALG00000003267,STAT3,46.887,36.2986,51.0407,49.6551,39.1966,1.09343132,0.937453739,0.536912309,0.540192722,0.694885764,0.881594606
ENSGALG00000003282,STAT5B,32.3212,19.329,18.9057,22.9505,19.3515,1.05487234,0.937819953,1.168499567,0.945687073,1.221511716,0.740503783
ENSGALG00000003324,PRRX1,0.686705,1.26887,0.387155,0.84324,0.832393,1.379165967,0.498464007,0.832410341,0.406306988,1.952336276,0.33561508
ENSGALG00000003396,NFATC3,38.2606,35.4015,42.2318,34.1353,41.6722,0.928397558,1.051237884,0.92122869,1.084634505,0.846510908,1.346960906
ENSGALG00000003408,ZBTB8B,12.4421,11.5808,9.33745,6.69253,8.64033,1.178030404,0.992408236,0.820733279,0.828323954,1.142399368,0.834033114
ENSGALG00000003424,LMX1A,0.395445,0.752353,1.30673,2.20014,2.2999,0.191272107,2.640850906,7.543897547,7.795954063,2.225476954,0.903962955
ENSGALG00000003429,PBX1,28.7342,67.2013,40.6164,55.9001,57.1795,0.726804936,1.213654374,1.555849036,1.792236083,1.249193555,2.191637369
ENSGALG00000003478,GFI1B,0.0937176,0.0386976,0.0434603,0,0.0570666,0,1.09362426,0,0.236451402,3.870165267,1.911332385
ENSGALG00000003503,MYBL2,163.711,148.284,147.183,110.178,115.433,0.777793631,1.381001529,1.388672872,1.317692209,1.028703744,1.549580429
ENSGALG00000003533,ZNF511,30.8724,21.8721,27.3902,21.3039,14.9724,1.013322283,1.242135242,0.895151938,0.623514861,0.713938172,0.789381368
ENSGALG00000003588,IRX5,0.150934,13.3758,0.490701,1.86826,2.53593,0,1.090490286,5.82291816,2.53593,0.150934,7.894447953
ENSGALG00000003641,KAT6A,6.53286,10.6123,12.7346,12.1185,10.5367,0.972884896,0.857289037,0.937101277,0.815212261,0.749564571,1.274563968
ENSGALG00000003670,MAFB,0.0115138,0.0190081,0.042661,0.0258308,0.0559318,5.875999156,0.182705485,0.132351615,0.149084279,0.241913999,0.056155407
ENSGALG00000003699,EBF1,1.62847,2.32106,1.04861,1.58638,1.73016,0.237637444,12.20355513,5.455789799,5.347592261,2.418995218,6.810462196
ENSGALG00000003759,RORA,0.353673,0.724101,0.415603,0.854005,0.717829,2.411820896,0.624304122,1.482359333,2.052265177,0.798733943,0.719861019
ENSGALG00000003882,SMARCE1,311.929,267.099,293.072,289.312,322.41,0.801417399,1.387631804,1.430736059,1.676067394,1.044522876,1.444621725
ENSGALG00000003891,ZNF423,63.9327,175.279,40.8151,63.3482,84.9879,0.694304314,1.650989418,3.156284099,4.594611105,2.136980944,4.535267025
ENSGALG00000003928,LHX3,0.055653,0.712505,0.309845,1.87651,2.57817,0.218226533,0.309845,31.7625632,2.57817,0.055653,1.234893245
ENSGALG00000003931,ATOH7,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000003939,KLF2,0.674361,0.278384,1.93755,2.04373,0.717502,0.526995432,0.427005441,0.081912041,0.059482031,0.523028061,0.434137928
ENSGALG00000003952,RBPJL,1.15287,1.60431,0.51612,0.57544,0.337837,1.204903898,1.097074934,1.304012835,0.707331321,1.339678836,2.634858486
ENSGALG00000003965,DBX1,0.0455821,1.14148,0.0844787,0.204614,3.85988,0.871056254,1.643142091,0.204614,74.04051255,0.0455821,43.45068841
ENSGALG00000004093,TBX22,0.412781,0.496498,0.371447,0.291058,0.25783,0,9.317458366,11.64693219,2.124540615,3.078892801,4.426180988
ENSGALG00000004189,MAFK,15.6726,9.67011,16.0548,16.4658,9.59292,1.126485537,1.028099385,0.589291274,0.324185896,0.757756407,0.963532647
ENSGALG00000004249,GRHL3,0.0523316,0.216045,2.03733,2.15405,5.43112,15.56051302,0.017453354,0.024304231,0.037473574,0.003574685,0.00146077
ENSGALG00000004274,TWIST2,0.279698,0.200369,0.259314,0.358926,0.511252,0.373608444,1.276779911,8.470250077,14.91043566,6.773135861,0.828854729
ENSGALG00000004285,HNF4A,0.387328,0.0436086,0.0652755,0.158108,0,18.29951513,0.053409946,0.031140848,0,0.483798361,0.034945029
ENSGALG00000004304,TCF12,100.254,149.372,189.007,182.487,167.503,0.423036184,2.272871577,2.268734242,2.266270516,1.230226659,2.1802853
ENSGALG00000004386,SOX9,0.524042,8.55791,1.36752,8.84769,9.30423,0.825794138,0.540148119,2.128050702,1.389676263,0.637187359,1.353159751
ENSGALG00000004397,MLXIP,6.77935,13.1304,8.93216,9.7464,8.60121,0.877473086,2.351205722,2.220288402,3.003425519,1.357216359,4.480157227
ENSGALG00000004460,FOXK1,8.22846,8.68926,7.73226,9.03773,7.4206,0.928619834,0.964505832,0.819236034,0.696841927,0.974512268,1.061980193
ENSGALG00000004477,NCOR1,20.3075,25.8467,27.7544,27.9513,20.1664,0.729743752,1.361163696,1.749712046,1.112021572,0.960851483,1.343383576
ENSGALG00000004528,TSHZ3,0.425791,0.0894517,0.415759,0.347206,0.610584,2.024930308,0.327986526,0.392157881,0.836457688,1.18272978,0.081965767
ENSGALG00000004532,ZNF507,0.785595,1.3822,1.45522,1.64627,1.80721,0.893253254,0.833335242,1.318872973,1.820653707,0.721007177,1.909081743
ENSGALG00000004570,NCOA3,7.64169,9.95494,13.8074,11.9863,10.7836,1.21122007,1.20708828,1.089554681,1.034795125,0.671425057,1.391435249
ENSGALG00000004597,ZBTB37,1.21786,1.89491,5.93969,4.77514,3.21144,0.324469796,2.743518446,0.968370205,0.600144643,1.300078249,1.00575884
ENSGALG00000004598,CUX2,1.19984,4.27378,0.839966,2.00599,1.52046,0.65243236,2.61627639,3.923359163,2.377037263,3.306273388,0.542412935
ENSGALG00000004781,ZBTB40,0.511985,1.03199,0.661776,0.614407,0.592915,0.478817606,1.730757764,4.870525098,4.839292856,1.486034638,1.670684226
ENSGALG00000004848,YBX1,1659.27,1831.84,1434.12,1545.24,1775,0.851058489,1.161974056,1.21467763,1.403572586,1.096262479,1.426155739
ENSGALG00000004859,ZNFX1,0.759114,1.16112,0.769806,0.845421,0.879432,1.395325576,0.767488186,1.251350267,0.956053991,1.108987292,0.515089544
ENSGALG00000004974,PPARG,0.386227,0.392434,1.51415,2.10041,1.46243,0.641377671,0.514980223,0.366508052,0.246298607,0.493297775,0.148338518
ENSGALG00000005035,KAT6B,6.02584,13.5282,4.80273,9.33078,7.93467,1.61580601,0.970891823,2.334866426,1.901617461,0.966939298,2.540425939
ENSGALG00000005062,FOXN4,0.0981525,0.627924,0.0227316,0.275277,0.283154,2.611883897,0.54803464,2.647021491,0.283154,1.290195161,19.73065031
ENSGALG00000005254,CKLF,26.3858,14.4175,46.4664,27.5273,30.8588,0.655845945,1.008586784,0.791560271,0.696786663,0.895639216,0.345550328
ENSGALG00000005263,SOX8,0.454733,2.95487,0.62322,1.37639,1.51561,0.461501556,1.240349882,2.344447567,4.962867153,1.011556309,5.962724772
ENSGALG00000005285,TBX4,0.0654119,0.043198,0.0242405,0.0293554,0.0317875,2.612248097,0.0242405,1.058806132,0.708307616,2.419097035,3.819114137
ENSGALG00000005287,ZBTB47,8.45944,6.95741,4.79085,6.62016,6.0581,1.189102143,0.917834831,2.415173637,1.214734579,1.665171981,0.921834816
ENSGALG00000005351,PRDM6,0,0.0155102,0.0696548,0.0843591,0,0.65368503,0.0696548,2.117569538,0,0,0.073482286
ENSGALG00000005352,GATA5,2.24843,0.616676,1.12177,1.39116,1.8187,4.915009316,0.106798621,0.064469428,0.078617589,0.309032383,0.025186898
ENSGALG00000005354,ZBTB5,6.2585,9.07383,7.05674,7.47345,6.50205,1.195542134,0.762137736,1.09952023,0.89081381,0.92218897,1.41265403
ENSGALG00000005378,ARNTL,12.2724,15.5061,11.5904,12.2735,10.6305,0.949449544,1.061139289,1.279558548,1.179972273,1.251804153,1.115097515
ENSGALG00000005409,LHX1,1.02096,1.05384,0.591685,0.382195,0.621369,0.087194369,4.102883255,2.823398613,0.621369,4.644316062,11.46579975
ENSGALG00000005415,TEAD1,8.42937,13.5151,18.5276,18.4867,17.5781,1.294161143,0.644442744,0.720782436,0.61590237,0.452768378,0.954254042
ENSGALG00000005441,NFIB,0.104114,0.0156238,0.186849,0.293191,0.0270042,0.286755615,1.665751397,1.579641822,0.0270042,1.774046514,0.163749518
ENSGALG00000005504,HNF1B,0.743619,0.259945,0.328346,0.220924,1.34121,7.358030858,0.15870099,0.081554273,0.253436733,0.602242559,0.112016289
ENSGALG00000005506,HESX1,3.15801,86.1595,6.66017,35.8447,109.259,0.10080028,9.044597145,59.04103835,84.82578181,1.466713421,39.55899908
ENSGALG00000005507,NONO,483.203,501.541,383.418,415.258,392.793,0.926651853,1.247232568,1.358997519,1.361359304,1.0869486,1.458761013
ENSGALG00000005530,VEZF1,11.6085,19.2326,17.7966,20.0728,18.9747,0.777502444,1.02009045,1.110577508,1.001689305,1.145500296,1.182925854
ENSGALG00000005653,NFKB2,8.6475,6.91019,14.0039,11.0365,8.68041,0.611320418,1.521651967,0.555133596,0.556632787,1.055099434,0.668032018
ENSGALG00000005658,FOXO4,12.6836,23.4732,20.7566,20.5271,15.7042,0.797298209,1.071225454,1.331545148,1.127745901,0.99603427,1.873614138
ENSGALG00000005679,CDX1,0.208936,0.150917,0.266158,1.17207,7.86887,3.205930312,0.40182738,0.550030034,2.723414344,1.190939249,0.095477206
ENSGALG00000005689,PAX2,0.299335,0.234121,0.146002,0.0707254,0.229825,1.829365351,2.738299089,0.0707254,8.502935747,1.671319535,1.322291691
ENSGALG00000005718,BHLHE23,0.51239,0.646407,0.135548,0.262617,0.701593,1.435351315,1.828581604,1.303167892,7.987233505,1.539513139,3.927233955
ENSGALG00000005757,IRF8,6.84672,13.2926,11.616,11.8905,16.1887,0.506000344,2.104324953,1.876929731,2.220711755,1.007540306,4.262990116
ENSGALG00000005768,ETV5,41.1148,46.1722,34.6683,43.7524,31.0456,0.46648956,2.588519462,4.726713704,4.449993191,1.745584539,3.868249527
ENSGALG00000005770,HMGXB3,7.1217,8.24225,6.39419,6.64146,5.51616,1.349944246,0.889973137,1.066858359,0.869989543,0.787484202,1.163178789
ENSGALG00000005787,ZNF143,12.5628,20.2061,16.9887,23.1176,24.1262,1.094080183,0.632820532,0.884782609,1.037066012,0.847229247,1.009643683
ENSGALG00000005796,XBP1,71.894,75.7452,69.7234,82.0886,72.7647,0.962184862,0.762305128,0.893028407,0.931170043,1.088494905,1.265918154
ENSGALG00000005830,MNT,16.9469,19.8034,10.8387,11.9691,12.3581,1.148384954,1.123074277,1.358371466,1.495435558,1.084053503,2.075991299
ENSGALG00000005839,ARID3C,5.2892,6.38415,28.3684,38.3178,38.1187,0.944966935,0.641533072,0.446098394,0.329683797,0.179647512,0.102770257
ENSGALG00000005900,E4F1,8.57022,11.5059,7.41713,9.24724,8.67404,1.404626857,0.705157629,1.069019134,1.044232191,0.665823985,1.090296598
ENSGALG00000005909,GATA2,11.9365,1.36306,14.9905,30.78,19.3357,8.47676862,0.065111824,0.105700549,0.076825,0.171279463,0.004617365
ENSGALG00000005932,MYT1,0.0185291,0.347493,0.0690816,0.188839,0.204388,0.883825794,2.25108022,0.882351017,4.373292251,0.241102646,7.232265503
ENSGALG00000005944,ZNF639,36.5359,34.5332,31.8435,29.6604,35.7997,0.899791166,1.129017962,1.198661526,1.434087504,0.975844211,1.548344864
ENSGALG00000005978,RBP3,0.0401193,0.0132448,0,0.0179937,0.0194733,0.019392,0,1.058826645,1.415601692,0.691204391,0.954346322
ENSGALG00000006013,ZNF512B,1.55734,5.21962,5.1886,4.67184,4.27243,1.042955711,0.646926954,0.569473378,0.489819947,0.449396895,0.821772576
ENSGALG00000006041,BNC1,0.0413023,0.05966,0,0.0231618,0.0626823,0.0749114,0,0.352938487,0.590028804,0.774131213,0.136362909
ENSGALG00000006062,ZBTB46,9.12457,9.63716,12.3266,14.2171,12.6671,0.882887414,0.618559908,0.464190912,0.354510904,1.173167715,0.642721568
ENSGALG00000006074,SOX6,0.0129815,0.0107162,0.0240533,0.174772,0.110396,22.20373088,0.060883949,0.529403568,0.275450118,0.0129815,0.073443904
ENSGALG00000006099,ZFPM1,2.21235,3.04287,2.21362,1.66869,2.35979,2.249943531,0.216613825,0.166187631,0.24416184,0.604559714,0.16734053
ENSGALG00000006216,MYOD1,0.22006,0.23624,0.163256,0.148296,0.187536,0.000000016,0.336597123,0.635263879,2.288403014,0.879838794,0.893518361
ENSGALG00000006283,THAP4,25.1461,18.5891,19.321,16.6671,17.2157,1.186139434,0.839517867,0.763586135,0.646382993,0.940617799,0.620482591
ENSGALG00000006309,SMAD5,24.8784,33.9156,39.6066,36.9355,40.8703,1.118757985,0.679709421,0.684084486,0.696069882,0.891753261,1.128729083
ENSGALG00000006374,TBX6,93.2909,0.157686,9.33866,2.34017,1.48782,0.302583026,75.92468231,25.85508944,1.48782,2.838782217,2.562712393
ENSGALG00000006445,ARNT2,4.18416,12.7334,8.14596,7.81822,10.1011,0.975228211,0.995715688,1.297343491,1.500054947,1.225718002,1.907425439
ENSGALG00000006480,TCF7,2.04118,10.2824,6.13619,8.53133,9.57015,0.125262419,10.46940234,7.764153948,9.228599531,1.02525491,5.175044793
ENSGALG00000006515,BSX,0,0.0299908,0.0674223,0,0,0,1.090804518,0,0,0,0.0299908
ENSGALG00000006586,PLAGL2,13.5367,16.4755,18.0682,16.2485,14.0323,0.766800235,1.100806648,1.26458296,0.912545278,1.036905683,1.577025423
ENSGALG00000006673,POU2F3,0.210921,0.740375,0,0.414785,0.353438,1,0,3.705654275,1.301025911,1.548021313,2.708444604
ENSGALG00000006785,IRF1,1.5876,0.42326,4.56741,8.68695,2.73463,0.570115229,4.410144256,1.157745961,0.580584825,0.860096216,0.688541124
ENSGALG00000006806,HINFP,15.1491,13.7465,11.1869,8.38256,9.54388,0.857501184,1.332746397,1.061505459,1.095729426,1.124487827,1.156343845
ENSGALG00000006810,ZIC4,0.024984,0.350777,0.0463518,0.168425,0.426128,0,0.0463518,0.168425,0.426128,0.967528318,0.350777
ENSGALG00000006929,ZNF711,7.35669,9.45216,7.58494,8.25454,6.01547,1.672577502,0.95674012,1.727863589,1.137225877,0.735396903,1.291843429
ENSGALG00000006934,PATZ1,35.3755,46.0872,40.2236,42.6588,41.5844,0.733576806,1.208191659,1.997265738,2.120268396,1.375007288,1.846745659
ENSGALG00000006966,ZNF518A,8.09832,5.0702,12.4337,7.23673,8.76789,0.760856382,1.051564614,0.958539024,1.186159584,0.780042189,1.238246887
ENSGALG00000007000,NR2F2,0.153249,0.632844,0.0473889,1.32016,1.71141,12.66511778,0.027917371,0.597717178,0.862149568,0.789410244,0.297551297
ENSGALG00000007041,HDX,2.20358,4.99732,3.91051,3.51263,5.02843,0.650193964,0.997556179,1.348485721,1.570265561,0.750425686,1.724313786
ENSGALG00000007082,CREM,2.21399,4.77363,4.55373,5.38616,5.41037,0.9597385,0.795464153,0.356041486,0.429241144,0.645004253,0.931011281
ENSGALG00000007184,FEZF2,0.397901,19.9243,0,6.00115,14.996,1,0,6.00115,30.20926503,7.765088608,232.5437268
ENSGALG00000007260,ZEB1,0.235369,1.18701,0.36822,0.74971,0.701658,0.415221878,2.996118764,3.009759407,2.668915938,1.327877824,8.444022365
ENSGALG00000007266,ZNF438,2.36698,3.56179,4.3285,3.90674,4.10024,0.831622964,1.415963074,1.323914738,1.257561026,0.798737936,1.546956503
ENSGALG00000007324,TP63,0.749498,2.01444,0.658889,1.90726,1.81145,2.743512185,0.314120149,0.478501719,0.293037123,1.327981233,0.475270791
ENSGALG00000007357,BCL6,0.571534,0.943551,1.77194,4.39625,2.29486,0.955472533,0.832299187,0.590963716,0.453448991,0.447311205,0.449789776
ENSGALG00000007426,MKX,0.0987309,0.108758,0,3.19123,0.947612,1,0,1.136202771,1.70497903,1.451323128,1.275150867
ENSGALG00000007520,SSRP1,240.861,191.334,162.054,162.976,153.003,1.036962988,1.255891812,1.350603718,1.264748915,1.054853374,1.15461765
ENSGALG00000007651,STAT1,17.832,16.6256,14.538,12.454,13.881,1.028339524,0.915422008,1.227236894,1.117875867,1.125111205,1.357956727
ENSGALG00000007657,CDX4,0,0,0.457056,0.603894,12.9833,13.79518046,0.02133403,0.020393694,0.388495904,0,0
ENSGALG00000007669,EGR1,0.282853,0.295864,18.9602,47.4082,20.6273,0.061513064,1.013475446,2.020250144,0.742836256,0.763600777,0.189743984
ENSGALG00000007690,TFAP2C,122.761,5.32121,86.2315,53.6095,24.5776,0.755545247,2.152139623,0.678961373,0.321172958,1.518107451,0.051829799
ENSGALG00000007769,FOXP3,3.62714,4.64323,7.5406,6.47669,5.00499,0.746760205,1.468479855,0.90476277,0.56989513,1.111981777,1.135638903
ENSGALG00000007809,TSHZ2,0.209679,0.0140153,0.0808992,0.0783692,0.0530137,0.783075729,0.0808992,2.11782319,1.769866627,1.451527822,1.855615915
ENSGALG00000007817,EHF,0.6278,0.360721,0.70914,0.797591,1.16452,2.431452182,0.493513905,0.22563581,0.340289,0.55631862,0.402526159
