gene_id,gene_short_name,PS_cEpiblast,NP_Epiblast,Induced_5hrs,Induced_9hrs,Induced_12hrs,FC_0hrs,FC_5hrs,FC_9hrs,FC_12hrs,FC_PS,FC_NP
ENSGALG00000042492,PITX2,26.3848,1.35124,2.15649,1.40205,2.06853,13.09164429,0.121953413,0.079642021,0.070796427,0.59347165,0.187818303
ENSGALG00000042534,NFATC1,2.02017,0.197746,0.88801,0.66637,0.301922,2.696208376,0.306065755,0.130379063,0.078996847,1.170387064,0.107734719
ENSGALG00000042604,ARX,0.0626458,0.327623,0.154898,0.0938013,0.559146,0.326957094,0.154898,0.705851412,5.20005208,0.263881787,0.864454319
ENSGALG00000042621,HNF4G,0,0,0.0446983,0.108337,0.0881395,2.618734941,0.546435989,0.108337,0.532066645,0,0
ENSGALG00000042686,FOXD3,25.4535,23.0451,100.59,101.558,51.0678,0.000528294,2708.641317,546.3279754,35.73999034,32.1228451,135.2618357
ENSGALG00000042762,ZBTB26,10.3949,12.8419,13.7023,10.6946,10.5139,0.811827211,1.042959682,0.981723381,0.960691149,0.741497132,1.656668782
ENSGALG00000042900,GATAD2A,88.0473,83.5147,75.996,76.7093,64.8838,0.911099268,1.188341754,1.263089171,1.128949919,1.103908495,1.4310411
ENSGALG00000042976,UBTF,51.4179,61.254,37.7976,54.2628,56.0254,0.809207463,0.936430191,1.553899726,1.55716946,1.311871879,1.288687014
ENSGALG00000043010,NR2F6,132.541,131.461,140.586,151.603,186.28,0.861792782,0.944703155,0.910441039,0.981257704,1.065467817,0.875997868
ENSGALG00000043015,FOXS1,0.102758,0.0851247,0,0.23314,0,1,0,0.529254993,0,0.241682876,0.0851247
ENSGALG00000043079,SP9,0.814093,7.41736,0.78114,1.00967,3.25135,1.334267865,2.340305054,1.539999695,5.18717115,0.936284708,6.660046152
ENSGALG00000043103,PKNOX2,7.82874,22.8605,11.0892,21.6415,17.636,1.095922158,0.691790863,1.162203092,1.198285058,1.126644907,1.154051967
ENSGALG00000043204,PAX7,0.218149,8.98876,0.0883068,0.267363,3.96326,0.65424067,0.0883068,5.289425422,96.91188517,2.215288659,143.2152189
ENSGALG00000043217,BARHL1,0,0.120422,0.0676808,0,0.178037,0,0.0676808,0,0.178037,0,0.120422
ENSGALG00000043219,HOXB3,0,0,0.0413235,0.250247,2.17011,1.308139436,0.0413235,0.250247,28.36941644,0,0
ENSGALG00000043372,RUNX3,0.14911,0.0410171,0.0644118,0.100278,1.01322,1.118015643,1.097662101,0.952950232,9.911568486,2.903141647,0.29815006
ENSGALG00000043433,SCX,17.1368,15.3417,10.9549,13.9849,17.9194,0.516546933,3.122290594,5.205078198,8.251095885,1.167889977,3.932992717
ENSGALG00000043460,SOX2,1.53595,78.1694,8.85949,44.7016,56.8839,0.026301853,217.6067771,175.5433993,138.0512997,7.740317988,314.1124657
ENSGALG00000043513,TEAD3,14.0778,15.6171,18.9682,28.7276,18.1731,1.345515125,0.596163698,0.788143661,0.546152043,0.764362543,0.542548646
ENSGALG00000043641,JUND,80.4142,44.7723,56.0248,103.638,74.8488,0.502827319,1.030371468,0.657835271,0.829165836,1.773620944,1.000610124
ENSGALG00000043650,GFI1,0.0287443,0,0,0,0,1,0,0,0,0.255684436,0
ENSGALG00000043701,ELK3,21.8491,8.61488,15.9495,9.53045,7.43852,0.550832314,1.961557193,0.938646168,0.909012255,1.593312915,0.999753975
ENSGALG00000043724,NFX1,3.08375,7.91607,10.5415,13.1694,12.9312,0.982222644,0.68463302,1.187416598,1.452240544,0.765189018,1.579303644
ENSGALG00000043727,NR4A1,0.086548,0.0214297,0.0480867,0.834635,0.10493,1.305155064,0.822640328,2.49938611,3.53572283,3.225635731,1.431605318
ENSGALG00000043827,ZHX2,9.31993,19.3552,8.10985,13.5176,15.2934,0.638301572,3.024788056,2.789330978,2.509439071,1.915080344,7.370966575
ENSGALG00000043868,FOXN1,0.0318598,0.0131516,0.0885769,0.107271,0.0968304,1.306751535,1.642899008,0.529396088,3.542981756,1.935224836,0.477510711
ENSGALG00000044141,THAP9,13.0582,12.2012,7.70467,7.99734,6.95586,0.970067505,0.999097467,1.363272807,0.983706851,0.870250781,1.082597624
ENSGALG00000044245,GSC2,0.358167,0.0493678,0,0,0.293286,0.146334,0,0,0.950739427,1.934406662,0.958795403
ENSGALG00000044525,NFKBIE,4.97878,6.31355,7.77162,8.70076,9.63511,0.48636835,1.211083546,0.623992197,0.698966253,1.432944502,1.097562036
ENSGALG00000044726,SNAPC4,2.48228,2.95331,2.57981,2.39447,2.42807,1.119357627,0.818742978,1.167032206,1.58952957,0.859899332,1.755832342
ENSGALG00000044737,HEYL,1.23883,0.210739,2.77491,1.63978,1.4688,0.607659348,1.944426148,0.365077033,0.434299231,0.522100658,0.119598763
ENSGALG00000044768,HMGXB4,43.5252,28.8273,39.7426,27.8053,23.6744,0.619569429,1.799072909,1.308952849,0.976827859,1.608571122,1.396049242
ENSGALG00000045388,RFX8,0.0790294,0.0489419,0,0,0.0240407,0.0958058,0,0,0.177245549,1.290101097,0.124611146
ENSGALG00000045499,TCFL5,2.0583,1.2876,0.886771,0.65374,0.835045,1.7626986,0.629165484,1.058777419,1.671417105,0.474203671,1.990492754
ENSGALG00000045860,SOX30,0.0193172,0.0159503,0,0,0,0.18732,0,0,0,0.322526355,0.159219589
ENSGALG00000045900,ZNF541,0.502702,0.510029,0.620804,0.634306,0.445054,0.652776077,1.52550811,1.429399424,1.032567161,1.857909481,0.599134007
ENSGALG00000046263,MXD3,19.5338,4.62009,19.8942,11.867,11.4931,0.241315559,5.041011334,2.430751142,1.967898854,1.337519258,3.020002222
